taxon_ids,user_supplied_name,submitted_name,matched_name,data_source_title,score
"Circus cyaneus,Asio flammeus",Circus cyaneus,Circus cyaneus,Circus cyaneus,NCBI,0.988
"Circus cyaneus,Asio flammeus",Asio flammeus,Asio flammeus,Asio flammeus,NCBI,0.988
Boiga nigriceps,Boiga nigriceps,Boiga nigriceps,Boiga nigriceps,NCBI,0.988
Anas clypeata,Anas clypeata,Anas clypeata,Anas clypeata,NCBI,0.988
Luscinia calliope,Luscinia calliope,Luscinia calliope,Luscinia calliope,Freebase,0.988
"Homo sapiens,Propithecus verreauxi",Homo sapiens,Homo sapiens,Homo sapiens,NCBI,0.988
"Homo sapiens,Propithecus verreauxi",Propithecus verreauxi,Propithecus verreauxi,Propithecus verreauxi,NCBI,0.988
"Turdus merula,Ceratotherium simum,Capreolus capreolus",Turdus merula,Turdus merula,Turdus merula,NCBI,0.988
"Turdus merula,Ceratotherium simum,Capreolus capreolus",Ceratotherium simum,Ceratotherium simum,Ceratotherium simum,NCBI,0.988
"Turdus merula,Ceratotherium simum,Capreolus capreolus",Capreolus capreolus,Capreolus capreolus,Capreolus capreolus,NCBI,0.988
"Canis latrans,Puma concolor",Canis latrans,Canis latrans,Canis latrans,NCBI,0.988
"Canis latrans,Puma concolor",Puma concolor,Puma concolor,Puma concolor,NCBI,0.988
"Buteo ,Buteo jamaicensis,Buteo regalis,Circus ",Buteo ,Buteo,Buteo,Catalogue of Life,0.75
"Buteo ,Buteo jamaicensis,Buteo regalis,Circus ",Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,NCBI,0.988
"Buteo ,Buteo jamaicensis,Buteo regalis,Circus ",Buteo regalis,Buteo regalis,Buteo regalis,NCBI,0.988
"Buteo ,Buteo jamaicensis,Buteo regalis,Circus ",Circus ,Circus,Circus,Catalogue of Life,0.75
Tiliqua,Tiliqua,Tiliqua,Tiliqua,Catalogue of Life,0.75
"Paradoxurus hermaphroditus,Viverra tangalunga",Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,NCBI,0.988
"Paradoxurus hermaphroditus,Viverra tangalunga",Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,NCBI,0.988
Sphyrna zygaena,Sphyrna zygaena,Sphyrna zygaena,Sphyrna zygaena,NCBI,0.988
Eudyptes robustus,Eudyptes robustus,Eudyptes robustus,Eudyptes robustus,NCBI,0.988
Plectrophenax nivalis,Plectrophenax nivalis,Plectrophenax nivalis,Plectrophenax nivalis,NCBI,0.988
Vanellus gregarius,Vanellus gregarius,Vanellus gregarius,Vanellus gregarius,Freebase,0.988
Gopherus morafkai,Gopherus morafkai,Gopherus morafkai,Gopherus morafkai,NCBI,0.988
Sterna fuscata,Sterna fuscata,Sterna fuscata,Sterna fuscata,Freebase,0.988
Nasua nasua,Nasua nasua,Nasua nasua,Nasua nasua,NCBI,0.988
Stercorarius maccormicki,Stercorarius maccormicki,Stercorarius maccormicki,Stercorarius maccormicki,NCBI,0.988
Buteo swainsoni,Buteo swainsoni,Buteo swainsoni,Buteo swainsoni,NCBI,0.988
Agkistrodon contortrix,Agkistrodon contortrix,Agkistrodon contortrix,Agkistrodon contortrix,NCBI,0.988
Chironectes minimus,Chironectes minimus,Chironectes minimus,Chironectes minimus,NCBI,0.988
Physeter macrocephalus,Physeter macrocephalus,Physeter macrocephalus,Physeter macrocephalus,Freebase,0.988
Tringa guttifer,Tringa guttifer,Tringa guttifer,Tringa guttifer,NCBI,0.988
Polysticta stelleri,Polysticta stelleri,Polysticta stelleri,Polysticta stelleri,NCBI,0.988
Aquila nipalensis,Aquila nipalensis,Aquila nipalensis,Aquila nipalensis,NCBI,0.988
"Oceanodroma castro,Phaethon aethereus,Sula dactylatra,Anous stolidus",Oceanodroma castro,Oceanodroma castro,Oceanodroma castro,Freebase,0.988
"Oceanodroma castro,Phaethon aethereus,Sula dactylatra,Anous stolidus",Phaethon aethereus,Phaethon aethereus,Phaethon aethereus,NCBI,0.988
"Oceanodroma castro,Phaethon aethereus,Sula dactylatra,Anous stolidus",Sula dactylatra,Sula dactylatra,Sula dactylatra,NCBI,0.988
"Oceanodroma castro,Phaethon aethereus,Sula dactylatra,Anous stolidus",Anous stolidus,Anous stolidus,Anous stolidus,NCBI,0.988
Phalcoboenus australis,Phalcoboenus australis,Phalcoboenus australis,Phalcoboenus australis,NCBI,0.988
Kinosternon baurii,Kinosternon baurii,Kinosternon baurii,Kinosternon baurii,NCBI,0.988
Puffinus tenuirostris,Puffinus tenuirostris,Puffinus tenuirostris,Puffinus tenuirostris,Freebase,0.988
"Procyon lotor,Canis latrans,Vulpes vulpes,Urocyon cinereoargenteus",Procyon lotor,Procyon lotor,Procyon lotor,NCBI,0.988
"Procyon lotor,Canis latrans,Vulpes vulpes,Urocyon cinereoargenteus",Canis latrans,Canis latrans,Canis latrans,NCBI,0.988
"Procyon lotor,Canis latrans,Vulpes vulpes,Urocyon cinereoargenteus",Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,NCBI,0.988
"Procyon lotor,Canis latrans,Vulpes vulpes,Urocyon cinereoargenteus",Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta",Anas strepera,Anas strepera,Anas strepera,Freebase,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988
Recurvirostra avosetta,Recurvirostra avosetta,Recurvirostra avosetta,Recurvirostra avosetta,NCBI,0.988
Cacatua galerita,Cacatua galerita,Cacatua galerita,Cacatua galerita,NCBI,0.988
"Sus scrofa,Rusa marianna",Sus scrofa,Sus scrofa,Sus scrofa,NCBI,0.988
"Sus scrofa,Rusa marianna",Rusa marianna,Rusa marianna,Rusa marianna,NCBI,0.988
"Buteo ,Buteo swainsoni",Buteo ,Buteo,Buteo,Catalogue of Life,0.75
"Buteo ,Buteo swainsoni",Buteo swainsoni,Buteo swainsoni,Buteo swainsoni,NCBI,0.988
Wallabia bicolor,Wallabia bicolor,Wallabia bicolor,Wallabia bicolor,NCBI,0.988
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Caretta caretta,Caretta caretta,Caretta caretta,NCBI,0.988
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Eretmochelys imbricata,Eretmochelys imbricata,Eretmochelys imbricata,NCBI,0.988
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Lepidochelys olivacea,Lepidochelys olivacea,Lepidochelys olivacea,NCBI,0.988
"Caretta caretta,Chelonia mydas,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,NCBI,0.988
Tadarida teniotis,Tadarida teniotis,Tadarida teniotis,Tadarida teniotis,NCBI,0.988
Budorcas taxicolor,Budorcas taxicolor,Budorcas taxicolor,Budorcas taxicolor,NCBI,0.988
Tamandua mexicana,Tamandua mexicana,Tamandua mexicana,Tamandua mexicana,NCBI,0.988
Cercocebus galeritus,Cercocebus galeritus,Cercocebus galeritus,Cercocebus galeritus,NCBI,0.988
"Gyps ,Gyps africanus",Gyps ,Gyps,Gyps,Catalogue of Life,0.75
"Gyps ,Gyps africanus",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988
Eudyptes pachyrhynchus,Eudyptes pachyrhynchus,Eudyptes pachyrhynchus,Eudyptes pachyrhynchus,NCBI,0.988
Anthus campestris,Anthus campestris,Anthus campestris,Anthus campestris,NCBI,0.988
"Uria aalge,Uria lomvia",Uria aalge,Uria aalge,Uria aalge,NCBI,0.988
"Uria aalge,Uria lomvia",Uria lomvia,Uria lomvia,Uria lomvia,NCBI,0.988
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Aquila heliaca,Aquila heliaca,Aquila heliaca,NCBI,0.988
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,NCBI,0.988
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Milvus migrans,Milvus migrans,Milvus migrans,NCBI,0.988
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Falco cherrug,Falco cherrug,Falco cherrug,NCBI,0.988
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Otis tarda,Otis tarda,Otis tarda,NCBI,0.988
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Larus cachinnans,Larus cachinnans,Larus cachinnans,NCBI,0.988
"Aquila heliaca,Haliaeetus albicilla,Milvus migrans,Milvus milvus,Gyps fulvus,Falco cherrug,Otis tarda,Larus cachinnans,Circus aeruginosus",Circus aeruginosus,Circus aeruginosus,Circus aeruginosus,NCBI,0.988
"Caretta caretta,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Caretta caretta,Caretta caretta,Caretta caretta,NCBI,0.988
"Caretta caretta,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Eretmochelys imbricata,Eretmochelys imbricata,Eretmochelys imbricata,NCBI,0.988
"Caretta caretta,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Lepidochelys olivacea,Lepidochelys olivacea,Lepidochelys olivacea,NCBI,0.988
"Caretta caretta,Eretmochelys imbricata,Lepidochelys olivacea,Dermochelys coriacea",Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,NCBI,0.988
Larus thayeri,Larus thayeri,Larus thayeri,Larus thayeri,NCBI,0.988
"Galeocerdo cuvier,Carcharhinus leucas,Sphyrna lewini,Chelonia mydas",Galeocerdo cuvier,Galeocerdo cuvier,Galeocerdo cuvier,NCBI,0.988
"Galeocerdo cuvier,Carcharhinus leucas,Sphyrna lewini,Chelonia mydas",Carcharhinus leucas,Carcharhinus leucas,Carcharhinus leucas,NCBI,0.988
"Galeocerdo cuvier,Carcharhinus leucas,Sphyrna lewini,Chelonia mydas",Sphyrna lewini,Sphyrna lewini,Sphyrna lewini,NCBI,0.988
"Galeocerdo cuvier,Carcharhinus leucas,Sphyrna lewini,Chelonia mydas",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988
Theristicus,Theristicus,Theristicus,Theristicus,Catalogue of Life,0.75
Uria lomvia,Uria lomvia,Uria lomvia,Uria lomvia,NCBI,0.988
Rhynchopsitta pachyrhyncha,Rhynchopsitta pachyrhyncha,Rhynchopsitta pachyrhyncha,Rhynchopsitta pachyrhyncha,NCBI,0.988
Galeocerdo cuvier,Galeocerdo cuvier,Galeocerdo cuvier,Galeocerdo cuvier,NCBI,0.988
Chelonoidis nigra,Chelonoidis nigra,Chelonoidis nigra,Chelonoidis nigra,Encyclopedia of Life,0.988
"Pteroglossus torquatus,Ramphastos sulfuratus,Ramphastos swainsonii",Pteroglossus torquatus,Pteroglossus torquatus,Pteroglossus torquatus,NCBI,0.988
"Pteroglossus torquatus,Ramphastos sulfuratus,Ramphastos swainsonii",Ramphastos sulfuratus,Ramphastos sulfuratus,Ramphastos sulfuratus,NCBI,0.988
"Pteroglossus torquatus,Ramphastos sulfuratus,Ramphastos swainsonii",Ramphastos swainsonii,Ramphastos swainsonii,Ramphastos swainsonii,NCBI,0.988
"Turdus migratorius,Turdus amaurochalinus",Turdus migratorius,Turdus migratorius,Turdus migratorius,NCBI,0.988
"Turdus migratorius,Turdus amaurochalinus",Turdus amaurochalinus,Turdus amaurochalinus,Turdus amaurochalinus,NCBI,0.988
Athene cunicularia,Athene cunicularia,Athene cunicularia,Athene cunicularia,NCBI,0.988
Onychoprion anaethetus,Onychoprion anaethetus,Onychoprion anaethetus,Onychoprion anaethetus,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Accipiter gentilis,Accipiter gentilis,Accipiter gentilis,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Buteo buteo,Buteo buteo,Buteo buteo,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Milvus migrans,Milvus migrans,Milvus migrans,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Aegypius monachus,Aegypius monachus,Aegypius monachus,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Circaetus gallicus,Circaetus gallicus,Circaetus gallicus,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Hieraaetus pennatus,Hieraaetus pennatus,Hieraaetus pennatus,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Falco peregrinus,Falco peregrinus,Falco peregrinus,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Aquila adalberti,Aquila adalberti,Aquila adalberti,NCBI,0.988
"Accipiter gentilis,Buteo buteo,Aquila chrysaetos,Milvus migrans,Milvus milvus,Neophron percnopterus,Gyps fulvus,Aegypius monachus,Circaetus gallicus,Hieraaetus pennatus,Falco peregrinus,Aquila adalberti,Circus aeruginosus",Circus aeruginosus,Circus aeruginosus,Circus aeruginosus,NCBI,0.988
Thunnus albacares,Thunnus albacares,Thunnus albacares,Thunnus albacares,NCBI,0.988
Tragopan,Tragopan,Tragopan,Tragopan,Catalogue of Life,0.75
"Tragopan satyra,Ithaginis cruentus",Tragopan satyra,Tragopan satyra,Tragopan satyra,NCBI,0.988
"Tragopan satyra,Ithaginis cruentus",Ithaginis cruentus,Ithaginis cruentus,Ithaginis cruentus,NCBI,0.988
Tachycineta bicolor,Tachycineta bicolor,Tachycineta bicolor,Tachycineta bicolor,NCBI,0.988
"Cygnus columbianus,Anser albifrons,Anser fabalis,Anser anser,Anser cygnoides,Anser erythropus,Grus grus",Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,NCBI,0.988
"Cygnus columbianus,Anser albifrons,Anser fabalis,Anser anser,Anser cygnoides,Anser erythropus,Grus grus",Anser albifrons,Anser albifrons,Anser albifrons,NCBI,0.988
"Cygnus columbianus,Anser albifrons,Anser fabalis,Anser anser,Anser cygnoides,Anser erythropus,Grus grus",Anser fabalis,Anser fabalis,Anser fabalis,NCBI,0.988
"Cygnus columbianus,Anser albifrons,Anser fabalis,Anser anser,Anser cygnoides,Anser erythropus,Grus grus",Anser anser,Anser anser,Anser anser,NCBI,0.988
"Cygnus columbianus,Anser albifrons,Anser fabalis,Anser anser,Anser cygnoides,Anser erythropus,Grus grus",Anser cygnoides,Anser cygnoides,Anser cygnoides,NCBI,0.988
"Cygnus columbianus,Anser albifrons,Anser fabalis,Anser anser,Anser cygnoides,Anser erythropus,Grus grus",Anser erythropus,Anser erythropus,Anser erythropus,NCBI,0.988
"Cygnus columbianus,Anser albifrons,Anser fabalis,Anser anser,Anser cygnoides,Anser erythropus,Grus grus",Grus grus,Grus grus,Grus grus,NCBI,0.988
Fratercula cirrhata,Fratercula cirrhata,Fratercula cirrhata,Fratercula cirrhata,NCBI,0.988
"Turdus migratorius,Turdus falcklandii",Turdus migratorius,Turdus migratorius,Turdus migratorius,NCBI,0.988
"Turdus migratorius,Turdus falcklandii",Turdus falcklandii,Turdus falcklandii,Turdus falcklandii,NCBI,0.988
"Turdus amaurochalinus,Turdus rufiventris",Turdus amaurochalinus,Turdus amaurochalinus,Turdus amaurochalinus,NCBI,0.988
"Turdus amaurochalinus,Turdus rufiventris",Turdus rufiventris,Turdus rufiventris,Turdus rufiventris,NCBI,0.988
Turdus amaurochalinus,Turdus amaurochalinus,Turdus amaurochalinus,Turdus amaurochalinus,NCBI,0.988
"Cathartes ,Cathartes aura,Coragyps atratus",Cathartes ,Cathartes,Cathartes,Catalogue of Life,0.75
"Cathartes ,Cathartes aura,Coragyps atratus",Cathartes aura,Cathartes aura,Cathartes aura,NCBI,0.988
"Cathartes ,Cathartes aura,Coragyps atratus",Coragyps atratus,Coragyps atratus,Coragyps atratus,NCBI,0.988
Cathartes aura,Cathartes aura,Cathartes aura,Cathartes aura,NCBI,0.988
"Cathartes ,Cathartes aura",Cathartes ,Cathartes,Cathartes,Catalogue of Life,0.75
"Cathartes ,Cathartes aura",Cathartes aura,Cathartes aura,Cathartes aura,NCBI,0.988
Tyrannus tyrannus,Tyrannus tyrannus,Tyrannus tyrannus,Tyrannus tyrannus,NCBI,0.988
"Lynx ,Lynx rufus",Lynx ,Lynx,Lynx,Catalogue of Life,0.75
"Lynx ,Lynx rufus",Lynx rufus,Lynx rufus,Lynx rufus,NCBI,0.988
"Morus bassanus,Ciconia ciconia,Falco peregrinus,Larus audouinii",Morus bassanus,Morus bassanus,Morus bassanus,NCBI,0.988
"Morus bassanus,Ciconia ciconia,Falco peregrinus,Larus audouinii",Ciconia ciconia,Ciconia ciconia,Ciconia ciconia,NCBI,0.988
"Morus bassanus,Ciconia ciconia,Falco peregrinus,Larus audouinii",Falco peregrinus,Falco peregrinus,Falco peregrinus,NCBI,0.988
"Morus bassanus,Ciconia ciconia,Falco peregrinus,Larus audouinii",Larus audouinii,Larus audouinii,Larus audouinii,AnAge,0.988
"Cervus elaphus,Capra ibex,Rupicapra rupicapra",Cervus elaphus,Cervus elaphus,Cervus elaphus,NCBI,0.988
"Cervus elaphus,Capra ibex,Rupicapra rupicapra",Capra ibex,Capra ibex,Capra ibex,NCBI,0.988
"Cervus elaphus,Capra ibex,Rupicapra rupicapra",Rupicapra rupicapra,Rupicapra rupicapra,Rupicapra rupicapra,NCBI,0.988
Bartramia longicauda,Bartramia longicauda,Bartramia longicauda,Bartramia longicauda,NCBI,0.988
Prionailurus viverrinus,Prionailurus viverrinus,Prionailurus viverrinus,Prionailurus viverrinus,NCBI,0.988
"Felis silvestris,Martes martes",Felis silvestris,Felis silvestris,Felis silvestris,NCBI,0.988
"Felis silvestris,Martes martes",Martes martes,Martes martes,Martes martes,NCBI,0.988
Odobenus rosmarus,Odobenus rosmarus,Odobenus rosmarus,Odobenus rosmarus,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Anser albifrons,Anser albifrons,Anser albifrons,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Chen caerulescens,Chen caerulescens,Chen caerulescens,Freebase,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Chen rossii,Chen rossii,Chen rossii,Freebase,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Anas strepera,Anas strepera,Anas strepera,Freebase,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Anas crecca,Anas crecca,Anas crecca,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Anas discors,Anas discors,Anas discors,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Anas cyanoptera,Anas cyanoptera,Anas cyanoptera,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Anas penelope,Anas penelope,Anas penelope,Freebase,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Anas americana,Anas americana,Anas americana,Freebase,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Anas clypeata,Anas clypeata,Anas clypeata,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Aythya valisineria,Aythya valisineria,Aythya valisineria,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Aythya marila,Aythya marila,Aythya marila,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Circus cyaneus,Circus cyaneus,Circus cyaneus,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Phasianus colchicus,Phasianus colchicus,Phasianus colchicus,NCBI,0.988
