taxon_ids,user_supplied_name,submitted_name,matched_name,data_source_title,score
Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,NCBI,0.988
Phylloscopus sibillatrix,Phylloscopus sibillatrix,Phylloscopus sibillatrix,Phylloscopus sibillatrix,Open Tree of Life Reference Taxonomy,0.988
Milvus migrans,Milvus migrans,Milvus migrans,Milvus migrans,NCBI,0.988
"Polemaetus bellicosus,Acryllium vulturinum",Polemaetus bellicosus,Polemaetus bellicosus,Polemaetus bellicosus,NCBI,0.988
"Polemaetus bellicosus,Acryllium vulturinum",Acryllium vulturinum,Acryllium vulturinum,Acryllium vulturinum,NCBI,0.988
Balaenoptera musculus,Balaenoptera musculus,Balaenoptera musculus,Balaenoptera musculus,NCBI,0.988
Aves,Aves,Aves,Aves,Catalogue of Life,0.75
"Balaenoptera borealis,Balaenoptera physalus,Balaenoptera musculus,Physeter macrocephalus",Balaenoptera borealis,Balaenoptera borealis,Balaenoptera borealis,NCBI,0.988
"Balaenoptera borealis,Balaenoptera physalus,Balaenoptera musculus,Physeter macrocephalus",Balaenoptera physalus,Balaenoptera physalus,Balaenoptera physalus,NCBI,0.988
"Balaenoptera borealis,Balaenoptera physalus,Balaenoptera musculus,Physeter macrocephalus",Balaenoptera musculus,Balaenoptera musculus,Balaenoptera musculus,NCBI,0.988
"Balaenoptera borealis,Balaenoptera physalus,Balaenoptera musculus,Physeter macrocephalus",Physeter macrocephalus,Physeter macrocephalus,Physeter macrocephalus,Freebase,0.988
Papio hamadryas,Papio hamadryas,Papio hamadryas,Papio hamadryas,NCBI,0.988
"Bos taurus,Meles meles",Bos taurus,Bos taurus,Bos taurus,NCBI,0.988
"Bos taurus,Meles meles",Meles meles,Meles meles,Meles meles,NCBI,0.988
Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,NCBI,0.988
Geronticus eremita,Geronticus eremita,Geronticus eremita,Geronticus eremita,NCBI,0.988
Carnivora,Carnivora,Carnivora,Carnivora,Catalogue of Life,0.75
Bungarus fasciatus,Bungarus fasciatus,Bungarus fasciatus,Bungarus fasciatus,NCBI,0.988
Chen caerulescens,Chen caerulescens,Chen caerulescens,Chen caerulescens,Freebase,0.988
Acrocephalus scirpaceus,Acrocephalus scirpaceus,Acrocephalus scirpaceus,Acrocephalus scirpaceus,NCBI,0.988
Procnias nudicollis,Procnias nudicollis,Procnias nudicollis,Procnias nudicollis,NCBI,0.988
Branta leucopsis,Branta leucopsis,Branta leucopsis,Branta leucopsis,NCBI,0.988
Limosa lapponica,Limosa lapponica,Limosa lapponica,Limosa lapponica,NCBI,0.988
"Pteropus alecto,Pteropus poliocephalus",Pteropus alecto,Pteropus alecto,Pteropus alecto,NCBI,0.988
"Pteropus alecto,Pteropus poliocephalus",Pteropus poliocephalus,Pteropus poliocephalus,Pteropus poliocephalus,NCBI,0.988
Pteropus alecto,Pteropus alecto,Pteropus alecto,Pteropus alecto,NCBI,0.988
Pteropus poliocephalus,Pteropus poliocephalus,Pteropus poliocephalus,Pteropus poliocephalus,NCBI,0.988
Pteropus scapulatus,Pteropus scapulatus,Pteropus scapulatus,Pteropus scapulatus,NCBI,0.988
"Pteropus alecto,Pteropus poliocephalus,Pteropus scapulatus",Pteropus alecto,Pteropus alecto,Pteropus alecto,NCBI,0.988
"Pteropus alecto,Pteropus poliocephalus,Pteropus scapulatus",Pteropus poliocephalus,Pteropus poliocephalus,Pteropus poliocephalus,NCBI,0.988
"Pteropus alecto,Pteropus poliocephalus,Pteropus scapulatus",Pteropus scapulatus,Pteropus scapulatus,Pteropus scapulatus,NCBI,0.988
Pluvialis squatarola,Pluvialis squatarola,Pluvialis squatarola,Pluvialis squatarola,NCBI,0.988
Dasyprocta,Dasyprocta,Dasyprocta,Dasyprocta,Catalogue of Life,0.75
Numenius americanus,Numenius americanus,Numenius americanus,Numenius americanus,NCBI,0.988
Larus michahellis,Larus michahellis,Larus michahellis,Larus michahellis,NCBI,0.988
Accipiter gentilis,Accipiter gentilis,Accipiter gentilis,Accipiter gentilis,NCBI,0.988
Anser fabalis,Anser fabalis,Anser fabalis,Anser fabalis,NCBI,0.988
Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,NCBI,0.988
Myotis bechsteini,Myotis bechsteini,Myotis bechsteini,Myotis bechsteini,AnAge,0.988
Spizaetus,Spizaetus,Spizaetus,Spizaetus,Catalogue of Life,0.75
Houbaropsis bengalensis,Houbaropsis bengalensis,Houbaropsis bengalensis,Houbaropsis bengalensis,Freebase,0.988
Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,NCBI,0.988
"Cygnus ,Cygnus columbianus",Cygnus ,Cygnus,Cygnus,Catalogue of Life,0.75
"Cygnus ,Cygnus columbianus",Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,NCBI,0.988
"Pterocles alchata,Pterocles senegallus",Pterocles alchata,Pterocles alchata,Pterocles alchata,NCBI,0.988
"Pterocles alchata,Pterocles senegallus",Pterocles senegallus,Pterocles senegallus,Pterocles senegallus,Freebase,0.988
"Anthracoceros albirostris,Buceros bicornis,Aceros nipalensis",Anthracoceros albirostris,Anthracoceros albirostris,Anthracoceros albirostris,NCBI,0.988
"Anthracoceros albirostris,Buceros bicornis,Aceros nipalensis",Buceros bicornis,Buceros bicornis,Buceros bicornis,NCBI,0.988
"Anthracoceros albirostris,Buceros bicornis,Aceros nipalensis",Aceros nipalensis,Aceros nipalensis,Aceros nipalensis,NCBI,0.988
Catharus bicknelli,Catharus bicknelli,Catharus bicknelli,Catharus bicknelli,NCBI,0.988
Pterodroma sandwichensis,Pterodroma sandwichensis,Pterodroma sandwichensis,Pterodroma sandwichensis,NCBI,0.988
Catharus minimus,Catharus minimus,Catharus minimus,Catharus minimus,NCBI,0.988
Catharus guttatus,Catharus guttatus,Catharus guttatus,Catharus guttatus,NCBI,0.988
Catharus ustulatus,Catharus ustulatus,Catharus ustulatus,Catharus ustulatus,NCBI,0.988
Catharus fuscescens,Catharus fuscescens,Catharus fuscescens,Catharus fuscescens,NCBI,0.988
Hylocichla mustelina,Hylocichla mustelina,Hylocichla mustelina,Hylocichla mustelina,NCBI,0.988
"Chelonia mydas,Dermochelys coriacea",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988
"Chelonia mydas,Dermochelys coriacea",Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,NCBI,0.988
"Anas ,Anas platyrhynchos",Anas ,Anas,Anas,Catalogue of Life,0.75
"Anas ,Anas platyrhynchos",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988
Gyps bengalensis,Gyps bengalensis,Gyps bengalensis,Gyps bengalensis,NCBI,0.988
"Aquila clanga,Pernis apivorus",Aquila clanga,Aquila clanga,Aquila clanga,Freebase,0.988
"Aquila clanga,Pernis apivorus",Pernis apivorus,Pernis apivorus,Pernis apivorus,NCBI,0.988
"Aquila pomarina,Pandion haliaetus",Aquila pomarina,Aquila pomarina,Aquila pomarina,Freebase,0.988
"Aquila pomarina,Pandion haliaetus",Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,NCBI,0.988
Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,NCBI,0.988
Larus dominicanus,Larus dominicanus,Larus dominicanus,Larus dominicanus,NCBI,0.988
Canis mesomelas,Canis mesomelas,Canis mesomelas,Canis mesomelas,NCBI,0.988
Ursus americanus,Ursus americanus,Ursus americanus,Ursus americanus,NCBI,0.988
"Harpyhaliaetus coronatus,Geranoaetus melanoleucus",Harpyhaliaetus coronatus,Harpyhaliaetus coronatus,Harpyhaliaetus coronatus,NCBI,0.988
"Harpyhaliaetus coronatus,Geranoaetus melanoleucus",Geranoaetus melanoleucus,Geranoaetus melanoleucus,Geranoaetus melanoleucus,NCBI,0.988
Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,NCBI,0.988
Centropus grillii,Centropus grillii,Centropus grillii,Centropus grillii,NCBI,0.988
Nycticorax nycticorax,Nycticorax nycticorax,Nycticorax nycticorax,Nycticorax nycticorax,NCBI,0.988
"Nycticorax ,Nycticorax nycticorax",Nycticorax ,Nycticorax,Nycticorax,Catalogue of Life,0.75
"Nycticorax ,Nycticorax nycticorax",Nycticorax nycticorax,Nycticorax nycticorax,Nycticorax nycticorax,NCBI,0.988
Platalea minor,Platalea minor,Platalea minor,Platalea minor,NCBI,0.988
Lyrurus tetrix,Lyrurus tetrix,Lyrurus tetrix,Lyrurus tetrix,NCBI,0.988
Chroicocephalus ridibundus,Chroicocephalus ridibundus,Chroicocephalus ridibundus,Chroicocephalus ridibundus,NCBI,0.988
Laridae,Laridae,Laridae,Laridae,Catalogue of Life,0.75
Rissa tridactyla,Rissa tridactyla,Rissa tridactyla,Rissa tridactyla,NCBI,0.988
Setophaga,Setophaga,Setophaga,Setophaga,Catalogue of Life,0.75
Melanitta nigra,Melanitta nigra,Melanitta nigra,Melanitta nigra,NCBI,0.988
Ciconia nigra,Ciconia nigra,Ciconia nigra,Ciconia nigra,NCBI,0.988
"Cathartes aura,Coragyps atratus",Cathartes aura,Cathartes aura,Cathartes aura,NCBI,0.988
"Cathartes aura,Coragyps atratus",Coragyps atratus,Coragyps atratus,Coragyps atratus,NCBI,0.988
Pterodroma nigripennis,Pterodroma nigripennis,Pterodroma nigripennis,Pterodroma nigripennis,NCBI,0.988
"Globicephala macrorhynchus,Mesoplodon densirostris",Globicephala macrorhynchus,Globicephala macrorhynchus,Globicephala macrorhynchus,NCBI,0.988
"Globicephala macrorhynchus,Mesoplodon densirostris",Mesoplodon densirostris,Mesoplodon densirostris,Mesoplodon densirostris,NCBI,0.988
Mesoplodon densirostris,Mesoplodon densirostris,Mesoplodon densirostris,Mesoplodon densirostris,NCBI,0.988
"Balaenoptera physalus,Balaenoptera musculus",Balaenoptera physalus,Balaenoptera physalus,Balaenoptera physalus,NCBI,0.988
"Balaenoptera physalus,Balaenoptera musculus",Balaenoptera musculus,Balaenoptera musculus,Balaenoptera musculus,NCBI,0.988
Anthropoides paradiseus,Anthropoides paradiseus,Anthropoides paradiseus,Anthropoides paradiseus,NCBI,0.988
"Chiroxiphia caudata,Pyriglena leucoptera,Sclerurus scansor",Chiroxiphia caudata,Chiroxiphia caudata,Chiroxiphia caudata,NCBI,0.988
"Chiroxiphia caudata,Pyriglena leucoptera,Sclerurus scansor",Pyriglena leucoptera,Pyriglena leucoptera,Pyriglena leucoptera,NCBI,0.988
"Chiroxiphia caudata,Pyriglena leucoptera,Sclerurus scansor",Sclerurus scansor,Sclerurus scansor,Sclerurus scansor,NCBI,0.988
Ara glaucogularis,Ara glaucogularis,Ara glaucogularis,Ara glaucogularis,NCBI,0.988
Balaenoptera,Balaenoptera,Balaenoptera,Balaenoptera,Catalogue of Life,0.75
Anas discors,Anas discors,Anas discors,Anas discors,NCBI,0.988
"Aquila chrysaetos,Hieraaetus fasciatus,Aquila fasciata",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988
"Aquila chrysaetos,Hieraaetus fasciatus,Aquila fasciata",Hieraaetus fasciatus,Hieraaetus fasciatus,Hieraaetus fasciatus,NCBI,0.988
"Aquila chrysaetos,Hieraaetus fasciatus,Aquila fasciata",Aquila fasciata,Aquila fasciata,Aquila fasciata,Freebase,0.988
Isoodon obesulus,Isoodon obesulus,Isoodon obesulus,Isoodon obesulus,NCBI,0.988
Hieraaetus pennatus,Hieraaetus pennatus,Hieraaetus pennatus,Hieraaetus pennatus,NCBI,0.988
"Gyps coprotheres,Gyps africanus,Necrosyrtes monachus,Torgos tracheliotus",Gyps coprotheres,Gyps coprotheres,Gyps coprotheres,NCBI,0.988
"Gyps coprotheres,Gyps africanus,Necrosyrtes monachus,Torgos tracheliotus",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988
"Gyps coprotheres,Gyps africanus,Necrosyrtes monachus,Torgos tracheliotus",Necrosyrtes monachus,Necrosyrtes monachus,Necrosyrtes monachus,NCBI,0.988
"Gyps coprotheres,Gyps africanus,Necrosyrtes monachus,Torgos tracheliotus",Torgos tracheliotus,Torgos tracheliotus,Torgos tracheliotus,Encyclopedia of Life,0.988
Tursiops truncatus,Tursiops truncatus,Tursiops truncatus,Tursiops truncatus,NCBI,0.988
Balaena mysticetus,Balaena mysticetus,Balaena mysticetus,Balaena mysticetus,NCBI,0.988
Branta ruficollis,Branta ruficollis,Branta ruficollis,Branta ruficollis,NCBI,0.988
Anatidae,Anatidae,Anatidae,Anatidae,Catalogue of Life,0.75
Seiurus aurocapilla,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus aurocapilla,NCBI,0.988
Buteo platypterus,Buteo platypterus,Buteo platypterus,Buteo platypterus,NCBI,0.988
Grus rubicunda,Grus rubicunda,Grus rubicunda,Grus rubicunda,Freebase,0.988
"Ursus arctos,Ursus americanus",Ursus arctos,Ursus arctos,Ursus arctos,NCBI,0.988
"Ursus arctos,Ursus americanus",Ursus americanus,Ursus americanus,Ursus americanus,NCBI,0.988
Sula leucogaster,Sula leucogaster,Sula leucogaster,Sula leucogaster,NCBI,0.988
Pelecanus occidentalis,Pelecanus occidentalis,Pelecanus occidentalis,Pelecanus occidentalis,NCBI,0.988
Tryngites subruficollis,Tryngites subruficollis,Tryngites subruficollis,Tryngites subruficollis,Freebase,0.988
Calidris ruficollis,Calidris ruficollis,Calidris ruficollis,Calidris ruficollis,NCBI,0.988
Bufo bufo,Bufo bufo,Bufo bufo,Bufo bufo,NCBI,0.988
Gyps fulvus,Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
Apus melba,Apus melba,Apus melba,Apus melba,Encyclopedia of Life,0.988
Burhinus grallarius,Burhinus grallarius,Burhinus grallarius,Burhinus grallarius,NCBI,0.988
Burhinus oedicnemus,Burhinus oedicnemus,Burhinus oedicnemus,Burhinus oedicnemus,NCBI,0.988
Buteo,Buteo,Buteo,Buteo,Catalogue of Life,0.75
"Gypaetus ,Gypaetus barbatus",Gypaetus ,Gypaetus,Gypaetus,Catalogue of Life,0.75
"Gypaetus ,Gypaetus barbatus",Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,NCBI,0.988
Caracara cheriway,Caracara cheriway,Caracara cheriway,Caracara cheriway,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii",Anser albifrons,Anser albifrons,Anser albifrons,NCBI,0.988
"Anser albifrons,Chen caerulescens,Chen rossii",Chen caerulescens,Chen caerulescens,Chen caerulescens,Freebase,0.988
"Anser albifrons,Chen caerulescens,Chen rossii",Chen rossii,Chen rossii,Chen rossii,Freebase,0.988
Calonectris diomedea,Calonectris diomedea,Calonectris diomedea,Calonectris diomedea,NCBI,0.988
Branta canadensis,Branta canadensis,Branta canadensis,Branta canadensis,NCBI,0.988
Charadrius hiaticula,Charadrius hiaticula,Charadrius hiaticula,Charadrius hiaticula,NCBI,0.988
Canidae,Canidae,Canidae,Canidae,Catalogue of Life,0.75
Canis latrans,Canis latrans,Canis latrans,Canis latrans,NCBI,0.988
Syncerus caffer,Syncerus caffer,Syncerus caffer,Syncerus caffer,NCBI,0.988
Tetrao urogallus,Tetrao urogallus,Tetrao urogallus,Tetrao urogallus,NCBI,0.988
Gyps coprotheres,Gyps coprotheres,Gyps coprotheres,Gyps coprotheres,NCBI,0.988
"Hydrochaeris hydrochaeris,Hydrochoerus hydrochaeris",Hydrochaeris hydrochaeris,Hydrochaeris hydrochaeris,Hydrochaeris hydrochaeris,AnAge,0.988
"Hydrochaeris hydrochaeris,Hydrochoerus hydrochaeris",Hydrochoerus hydrochaeris,Hydrochoerus hydrochaeris,Hydrochoerus hydrochaeris,NCBI,0.988
Caretta caretta,Caretta caretta,Caretta caretta,Caretta caretta,NCBI,0.988
Eretmochelys imbricata,Eretmochelys imbricata,Eretmochelys imbricata,Eretmochelys imbricata,NCBI,0.988
Lynx rufus,Lynx rufus,Lynx rufus,Lynx rufus,NCBI,0.988
"Chrysocyon brachyurus,Leopardus pardalis,Puma concolor,Leopardus tigrinus,Puma yagouaroundi",Chrysocyon brachyurus,Chrysocyon brachyurus,Chrysocyon brachyurus,NCBI,0.988
"Chrysocyon brachyurus,Leopardus pardalis,Puma concolor,Leopardus tigrinus,Puma yagouaroundi",Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,NCBI,0.988
"Chrysocyon brachyurus,Leopardus pardalis,Puma concolor,Leopardus tigrinus,Puma yagouaroundi",Puma concolor,Puma concolor,Puma concolor,NCBI,0.988
"Chrysocyon brachyurus,Leopardus pardalis,Puma concolor,Leopardus tigrinus,Puma yagouaroundi",Leopardus tigrinus,Leopardus tigrinus,Leopardus tigrinus,NCBI,0.988
"Chrysocyon brachyurus,Leopardus pardalis,Puma concolor,Leopardus tigrinus,Puma yagouaroundi",Puma yagouaroundi,Puma yagouaroundi,Puma yagouaroundi,NCBI,0.988
"Carollia castanea,Carollia perspicillata",Carollia castanea,Carollia castanea,Carollia castanea,NCBI,0.988
"Carollia castanea,Carollia perspicillata",Carollia perspicillata,Carollia perspicillata,Carollia perspicillata,NCBI,0.988
Larus cachinnans,Larus cachinnans,Larus cachinnans,Larus cachinnans,NCBI,0.988
Sterna,Sterna,Sterna,Sterna,Catalogue of Life,0.75
Vireo cassinii,Vireo cassinii,Vireo cassinii,Vireo cassinii,NCBI,0.988
Felis catus,Felis catus,Felis catus,Felis catus,NCBI,0.988
"Milvus milvus,Neophron percnopterus,Aegypius monachus",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988
"Milvus milvus,Neophron percnopterus,Aegypius monachus",Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988
"Milvus milvus,Neophron percnopterus,Aegypius monachus",Aegypius monachus,Aegypius monachus,Aegypius monachus,NCBI,0.988
"Neophron percnopterus,Aquila adalberti",Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988
"Neophron percnopterus,Aquila adalberti",Aquila adalberti,Aquila adalberti,Aquila adalberti,NCBI,0.988
"Ciconia nigra,Neophron percnopterus",Ciconia nigra,Ciconia nigra,Ciconia nigra,NCBI,0.988
"Ciconia nigra,Neophron percnopterus",Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988
"Cervus ,Cervus elaphus",Cervus ,Cervus,Cervus,Catalogue of Life,0.75
"Cervus ,Cervus elaphus",Cervus elaphus,Cervus elaphus,Cervus elaphus,NCBI,0.988
Cervus elaphus,Cervus elaphus,Cervus elaphus,Cervus elaphus,NCBI,0.988
Acinonyx jubatus,Acinonyx jubatus,Acinonyx jubatus,Acinonyx jubatus,NCBI,0.988
Puffinus yelkouan,Puffinus yelkouan,Puffinus yelkouan,Puffinus yelkouan,NCBI,0.988
Pygoscelis antarcticus,Pygoscelis antarcticus,Pygoscelis antarcticus,Pygoscelis antarcticus,NCBI,0.988
Chlamydotis undulata,Chlamydotis undulata,Chlamydotis undulata,Chlamydotis undulata,NCBI,0.988
Ciconia abdimii,Ciconia abdimii,Ciconia abdimii,Ciconia abdimii,NCBI,0.988
Ciconia ciconia,Ciconia ciconia,Ciconia ciconia,Ciconia ciconia,NCBI,0.988
Anas cyanoptera,Anas cyanoptera,Anas cyanoptera,Anas cyanoptera,NCBI,0.988
Circaetus gallicus,Circaetus gallicus,Circaetus gallicus,Circaetus gallicus,NCBI,0.988
Circus pygargus,Circus pygargus,Circus pygargus,Circus pygargus,NCBI,0.988
Circus maillardi,Circus maillardi,Circus maillardi,Circus maillardi,NCBI,0.988
Stenella clymene,Stenella clymene,Stenella clymene,Stenella clymene,NCBI,0.988
Nasua narica,Nasua narica,Nasua narica,Nasua narica,NCBI,0.988
Pecari tajacu,Pecari tajacu,Pecari tajacu,Pecari tajacu,NCBI,0.988
Ochotona collaris,Ochotona collaris,Ochotona collaris,Ochotona collaris,NCBI,0.988
Columba leuconota,Columba leuconota,Columba leuconota,Columba leuconota,NCBI,0.988
Mergus merganser,Mergus merganser,Mergus merganser,Mergus merganser,NCBI,0.988
Cuculus canorus,Cuculus canorus,Cuculus canorus,Cuculus canorus,NCBI,0.988
Delphinus delphis,Delphinus delphis,Delphinus delphis,Delphinus delphis,NCBI,0.988
Somateria mollissima,Somateria mollissima,Somateria mollissima,Somateria mollissima,NCBI,0.988
"Somateria mollissima,Somateria spectabilis",Somateria mollissima,Somateria mollissima,Somateria mollissima,NCBI,0.988
"Somateria mollissima,Somateria spectabilis",Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,NCBI,0.988
Uria aalge,Uria aalge,Uria aalge,Uria aalge,NCBI,0.988
Chordeiles minor,Chordeiles minor,Chordeiles minor,Chordeiles minor,NCBI,0.988
Corvus corax,Corvus corax,Corvus corax,Corvus corax,NCBI,0.988
Tringa totanus,Tringa totanus,Tringa totanus,Tringa totanus,NCBI,0.988
Tadorna tadorna,Tadorna tadorna,Tadorna tadorna,Tadorna tadorna,NCBI,0.988
Gallinago gallinago,Gallinago gallinago,Gallinago gallinago,Gallinago gallinago,NCBI,0.988
"Gallinago gallinago,Larus canus",Gallinago gallinago,Gallinago gallinago,Gallinago gallinago,NCBI,0.988
"Gallinago gallinago,Larus canus",Larus canus,Larus canus,Larus canus,NCBI,0.988
Sterna hirundo,Sterna hirundo,Sterna hirundo,Sterna hirundo,NCBI,0.988
Columba palumbus,Columba palumbus,Columba palumbus,Columba palumbus,NCBI,0.988
Protonotaria citrea,Protonotaria citrea,Protonotaria citrea,Protonotaria citrea,NCBI,0.988
Oporornis agilis,Oporornis agilis,Oporornis agilis,Oporornis agilis,NCBI,0.988
"Aquila ,Aquila pomarina",Aquila ,Aquila,Aquila,Catalogue of Life,0.75
"Aquila ,Aquila pomarina",Aquila pomarina,Aquila pomarina,Aquila pomarina,Freebase,0.988
Anser brachyrhynchus,Anser brachyrhynchus,Anser brachyrhynchus,Anser brachyrhynchus,NCBI,0.988
"Coragyps atratus,Buteo swainsoni",Coragyps atratus,Coragyps atratus,Coragyps atratus,NCBI,0.988
"Coragyps atratus,Buteo swainsoni",Buteo swainsoni,Buteo swainsoni,Buteo swainsoni,NCBI,0.988
Corvus corone,Corvus corone,Corvus corone,Corvus corone,NCBI,0.988
Corvus splendens,Corvus splendens,Corvus splendens,Corvus splendens,NCBI,0.988
"Branta leucopsis,Anser albifrons,Anser anser",Branta leucopsis,Branta leucopsis,Branta leucopsis,NCBI,0.988
"Branta leucopsis,Anser albifrons,Anser anser",Anser albifrons,Anser albifrons,Anser albifrons,NCBI,0.988
"Branta leucopsis,Anser albifrons,Anser anser",Anser anser,Anser anser,Anser anser,NCBI,0.988
Balearica pavonina,Balearica pavonina,Balearica pavonina,Balearica pavonina,NCBI,0.988
Grus nigricollis,Grus nigricollis,Grus nigricollis,Grus nigricollis,NCBI,0.988
Thalasseus bergii,Thalasseus bergii,Thalasseus bergii,Thalasseus bergii,NCBI,0.988
Ziphius cavirostris,Ziphius cavirostris,Ziphius cavirostris,Ziphius cavirostris,NCBI,0.988
Cygnus olor,Cygnus olor,Cygnus olor,Cygnus olor,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas strepera,Anas strepera,Anas strepera,Freebase,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas crecca,Anas crecca,Anas crecca,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas penelope,Anas penelope,Anas penelope,Freebase,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas querquedula,Anas querquedula,Anas querquedula,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas clypeata,Anas clypeata,Anas clypeata,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas querquedula",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas querquedula",Anas strepera,Anas strepera,Anas strepera,Freebase,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas querquedula",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas querquedula",Anas crecca,Anas crecca,Anas crecca,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas querquedula",Anas querquedula,Anas querquedula,Anas querquedula,NCBI,0.988
"Anas acuta,Anas penelope",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988
"Anas acuta,Anas penelope",Anas penelope,Anas penelope,Anas penelope,Freebase,0.988
"Anas acuta,Anas crecca,Anas clypeata",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988
"Anas acuta,Anas crecca,Anas clypeata",Anas crecca,Anas crecca,Anas crecca,NCBI,0.988
"Anas acuta,Anas crecca,Anas clypeata",Anas clypeata,Anas clypeata,Anas clypeata,NCBI,0.988
"Anas platyrhynchos,Anas acuta",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988
"Anas platyrhynchos,Anas acuta",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988
"Anas acuta,Anas crecca",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988
"Anas acuta,Anas crecca",Anas crecca,Anas crecca,Anas crecca,NCBI,0.988
"Anas platyrhynchos,Anas crecca,Anas querquedula",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988
"Anas platyrhynchos,Anas crecca,Anas querquedula",Anas crecca,Anas crecca,Anas crecca,NCBI,0.988
"Anas platyrhynchos,Anas crecca,Anas querquedula",Anas querquedula,Anas querquedula,Anas querquedula,NCBI,0.988
Anas querquedula,Anas querquedula,Anas querquedula,Anas querquedula,NCBI,0.988
Bos taurus,Bos taurus,Bos taurus,Bos taurus,NCBI,0.988
"Leopardus pardalis,Puma concolor,Tayassu pecari",Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,NCBI,0.988
"Leopardus pardalis,Puma concolor,Tayassu pecari",Puma concolor,Puma concolor,Puma concolor,NCBI,0.988
"Leopardus pardalis,Puma concolor,Tayassu pecari",Tayassu pecari,Tayassu pecari,Tayassu pecari,NCBI,0.988
Numenius tahitiensis,Numenius tahitiensis,Numenius tahitiensis,Numenius tahitiensis,NCBI,0.988
Pluvialis fulva,Pluvialis fulva,Pluvialis fulva,Pluvialis fulva,NCBI,0.988
Erignathus barbatus,Erignathus barbatus,Erignathus barbatus,Erignathus barbatus,NCBI,0.988
"Anser albifrons,Chen caerulescens",Anser albifrons,Anser albifrons,Anser albifrons,NCBI,0.988
"Anser albifrons,Chen caerulescens",Chen caerulescens,Chen caerulescens,Chen caerulescens,Freebase,0.988
Anas gracilis,Anas gracilis,Anas gracilis,Anas gracilis,NCBI,0.988
Dendrocygna arcuata,Dendrocygna arcuata,Dendrocygna arcuata,Dendrocygna arcuata,NCBI,0.988
Acherontiini,Acherontiini,Acherontiini,Acherontiini,Wikispecies,0.75
